"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.03.2021 21:00";"-7.2";"749.9";"761.9";"";"54";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"-3.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-15.0";"Осадков нет";"12";"";"";"";"";
"12.03.2021 18:00";"-6.4";"750.4";"762.5";"";"36";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-19.0";"Осадков нет";"12";"";"";"";"";
"12.03.2021 15:00";"-4.0";"751.8";"763.7";"";"29";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-19.5";"";"";"";"";"";"";
"12.03.2021 12:00";"-5.7";"753.5";"765.6";"";"46";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"-15.5";"";"";"";"";"";"";
"12.03.2021 09:00";"-12.6";"754.6";"767.1";"";"57";"Ветер, дующий с юго-юго-востока";"1";"";"";"40%.";" ";"";"";"-13.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-19.5";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"39.0";
"12.03.2021 06:00";"-13.5";"755.5";"768.0";"";"51";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"-13.7";"";"";"";"";"";"";"10.0";"-21.6";"Осадков нет";"12";"";"";"";"";
"12.03.2021 03:00";"-12.1";"756.6";"769.0";"";"39";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-23.4";"";"";"";"";"";"";
"12.03.2021 00:00";"-10.2";"757.4";"769.7";"";"42";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.9";"";"";"";"";"";"";
"11.03.2021 21:00";"-8.1";"757.9";"770.2";"";"36";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-5.4";"";"";"";"";"";"10.0";"-20.8";"Осадков нет";"12";"";"";"";"";
"11.03.2021 18:00";"-6.8";"758.7";"770.9";"";"31";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-21.3";"Осадков нет";"12";"";"";"";"";
"11.03.2021 15:00";"-5.6";"760.0";"772.2";"";"30";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-20.4";"";"";"";"";"";"";
"07.03.2021 18:00";"-3.1";"733.4";"745.0";"";"74";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-7.2";"3.0";"12";"";"";"";"";
"07.03.2021 15:00";"-1.6";"733.2";"744.7";"";"81";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-4.5";"";"";"";"";"";"";
"07.03.2021 12:00";"-3.5";"734.6";"746.2";"";"86";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Снег с перерывами умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-5.5";"";"";"";"";"";"";
"07.03.2021 09:00";"-5.1";"737.5";"749.2";"";"86";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-6.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-7.1";"0.5";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"38.0";
"07.03.2021 06:00";"-6.2";"741.0";"752.8";"";"74";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"-6.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-10.2";"Осадков нет";"12";"";"";"";"";
"07.03.2021 03:00";"-6.5";"744.4";"756.4";"";"64";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-12.3";"";"";"";"";"";"";
"07.03.2021 00:00";"-6.2";"747.4";"759.4";"";"70";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.8";"";"";"";"";"";"";
"06.03.2021 21:00";"-5.2";"749.2";"761.1";"";"66";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"-2.4";"";"";"";"";"";"10.0";"-10.6";"Осадков нет";"12";"";"";"";"";
"06.03.2021 18:00";"-4.5";"749.3";"761.2";"";"57";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-11.8";"Осадков нет";"12";"";"";"";"";
"06.03.2021 15:00";"-3.6";"749.9";"761.8";"";"58";"Ветер, дующий с западо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-10.7";"";"";"";"";"";"";
"06.03.2021 12:00";"-4.0";"750.4";"762.3";"";"59";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"";"";"10.0";"-11.0";"";"";"";"";"";"";
"23.02.2021 21:00";"-16.2";"771.0";"783.8";"";"62";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-15.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-21.8";"Осадков нет";"12";"";"";"";"";
"23.02.2021 18:00";"-15.6";"771.2";"784.0";"";"58";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-22.1";"Осадков нет";"12";"";"";"";"";
"23.02.2021 15:00";"-15.3";"771.7";"784.6";"";"52";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-23.0";"";"";"";"";"";"";
"23.02.2021 12:00";"-18.3";"772.0";"785.0";"";"55";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-25.2";"";"";"";"";"";"";
"23.02.2021 09:00";"-22.2";"771.7";"784.9";"";"66";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"-22.6";"";"";"";"";"";"";"10.0";"-26.8";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"60.0";
"23.02.2021 06:00";"-22.3";"770.2";"783.4";"";"65";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"-22.3";"";"";"";"";"";"";"10.0";"-27.1";"Осадков нет";"12";"";"";"";"";
"23.02.2021 03:00";"-21.0";"768.7";"781.8";"";"64";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-26.1";"";"";"";"";"";"";
"23.02.2021 00:00";"-19.4";"766.9";"779.8";"";"64";"Ветер, дующий с востоко-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-24.6";"";"";"";"";"";"";
"22.02.2021 21:00";"-16.1";"764.4";"777.1";"";"66";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"-11.6";"";"";"";"";"";"10.0";"-21.0";"0.9";"12";"";"";"";"";
"22.02.2021 18:00";"-13.1";"761.9";"774.4";"";"65";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-18.4";"0.9";"12";"";"";"";"";
"22.02.2021 15:00";"-11.7";"760.0";"772.5";"";"72";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"";"10.0";"-15.7";"";"";"";"";"";"";
"22.02.2021 12:00";"-11.7";"759.0";"771.4";"";"77";"Ветер, дующий с востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-14.9";"";"";"";"";"";"";
"22.02.2021 09:00";"-12.5";"758.1";"770.5";"";"80";"Ветер, дующий с востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-12.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"-15.3";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"60.0";
"17.02.2021 06:00";"-10.9";"748.2";"760.4";"";"83";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-11.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"-13.2";"0.1";"12";"";"";"";"";
"17.02.2021 00:00";"-10.9";"749.3";"761.5";"";"78";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-14.0";"";"";"";"";"";"";
"16.02.2021 21:00";"-11.2";"750.4";"762.6";"";"77";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-10.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-14.5";"0.8";"12";"";"";"";"";
"16.02.2021 18:00";"-10.9";"751.3";"763.6";"";"81";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"-13.5";"0.6";"12";"";"";"";"";
"16.02.2021 15:00";"-10.6";"753.0";"765.3";"";"53";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-18.5";"";"";"";"";"";"";
"16.02.2021 12:00";"-13.0";"755.0";"767.5";"";"62";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-18.8";"";"";"";"";"";"";
"16.02.2021 09:00";"-15.9";"755.9";"768.5";"";"75";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"-17.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-19.3";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"61.0";
"16.02.2021 06:00";"-16.9";"757.0";"769.7";"";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-16.9";"";"";"";"";"";"";"10.0";"-20.2";"Осадков нет";"12";"";"";"";"";
"16.02.2021 03:00";"-15.5";"757.6";"770.2";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-19.0";"";"";"";"";"";"";
"27.01.2021 09:00";"2.2";"740.4";"751.9";"";"62";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"2.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-4.4";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"24.0";
"23.01.2021 12:00";"1.9";"745.9";"757.6";"";"88";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"0.1";"";"";"";"";"";"";
"23.01.2021 09:00";"0.3";"745.6";"757.3";"";"94";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.2";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"1.0";"-0.5";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"37.0";
"23.01.2021 06:00";"-0.3";"745.6";"757.3";"";"94";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.2";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"1.0";"-1.2";"Осадков нет";"12";"";"";"";"";
"23.01.2021 03:00";"-0.6";"745.7";"757.4";"";"92";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"-1.8";"";"";"";"";"";"";
"23.01.2021 00:00";"-0.8";"746.5";"758.2";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-2.2";"";"";"";"";"";"";
"22.01.2021 21:00";"-1.2";"746.5";"758.2";"";"92";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-0.4";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"-2.4";"Осадков нет";"12";"";"";"";"";
"22.01.2021 18:00";"-1.0";"746.5";"758.2";"";"91";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-2.3";"0.4";"12";"";"";"";"";
"22.01.2021 15:00";"-1.4";"746.3";"758.1";"";"87";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-3.3";"";"";"";"";"";"";
"22.01.2021 12:00";"-4.4";"747.0";"758.8";"";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"1.0";"-5.7";"";"";"";"";"";"";
"22.01.2021 09:00";"-6.7";"747.1";"759.1";"";"93";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-8.4";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"1.0";"-7.6";"0.9";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"37.0";
"22.01.2021 06:00";"-7.2";"747.1";"759.1";"";"86";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-8.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-9.1";"0.5";"12";"";"";"";"";
"22.01.2021 03:00";"-7.3";"747.3";"759.3";"";"84";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-9.6";"";"";"";"";"";"";
"22.01.2021 00:00";"-7.8";"747.5";"759.6";"";"79";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-10.8";"";"";"";"";"";"";
"21.01.2021 21:00";"-8.4";"747.1";"759.2";"";"82";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-8.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-11.0";"4.0";"12";"";"";"";"";
"21.01.2021 18:00";"-9.0";"747.0";"759.1";"";"80";"Ветер, дующий с запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-11.8";"4.0";"12";"";"";"";"";
"21.01.2021 15:00";"-9.5";"746.9";"759.1";"";"82";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-12.0";"";"";"";"";"";"";
"21.01.2021 12:00";"-10.2";"748.9";"761.1";"";"81";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-12.8";"";"";"";"";"";"";
"21.01.2021 09:00";"-12.1";"750.9";"763.2";"";"72";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"-12.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-16.2";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"34.0";
"16.01.2021 12:00";"-15.0";"742.2";"754.6";"";"83";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-17.3";"";"";"";"";"";"";
"16.01.2021 09:00";"-14.8";"742.9";"755.2";"";"82";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-14.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-17.2";"2.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"31.0";
"16.01.2021 06:00";"-14.5";"743.9";"756.2";"";"81";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-14.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-17.0";"0.2";"12";"";"";"";"";
"16.01.2021 03:00";"-14.3";"745.1";"757.4";"";"78";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-17.3";"";"";"";"";"";"";
"16.01.2021 00:00";"-13.7";"745.8";"758.1";"";"77";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-16.9";"";"";"";"";"";"";
"15.01.2021 21:00";"-13.0";"746.4";"758.7";"";"77";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"-11.6";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-16.2";"Осадков нет";"12";"";"";"";"";
"15.01.2021 18:00";"-12.4";"746.5";"758.8";"";"77";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-слоистые, покрывающие все небо.";"10.0";"-15.6";"Осадков нет";"12";"";"";"";"";
"15.01.2021 15:00";"-11.7";"746.7";"758.9";"";"74";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-слоистые, покрывающие все небо.";"10.0";"-15.5";"";"";"";"";"";"";
